id,mssubclass,mszoning,lotarea,lotshape,landcontour,lotconfig,landslope,neighborhood,condition1,bldgtype,housestyle,overallqual,overallcond,roofstyle,exterior2nd,masvnrtype,masvnrarea,extercond,foundation,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtfinsf2,bsmtunfsf,heatingqc,centralair,electrical,1stflrsf,grlivarea,bedroomabvgr,kitchenabvgr,functional,fireplaces,fireplacequ,garagetype,garagefinish,garagearea,garagequal,garagecond,paveddrive,wooddecksf,fence,saletype,saleprice,houseage,yearsafterremod,totalfullbaths,totalhalfbaths,pool,porch
648,30,RL,8480,4,Lvl,Corner,1,NAmes,0,1Fam,1Story,5,6,Gable,4,None,0.0,4,CBlock,3,1,4,700.0,1,0.0,93.0,3,1,1,793,793,2,1,Typ,0,0,Detchd,1,240.0,3,3,Y,0,0,0,113000,64.66666666666674,59.66666666666674,2.0,0.0,0,0
279,80,RL,6305,4,Lvl,Inside,1,Edwards,0,1Fam,SLvl,6,6,Gable,1,None,0.0,3,CBlock,3,3,5,528.0,1,0.0,480.0,3,1,1,1096,1096,3,1,Typ,1,2,Detchd,1,352.0,3,3,Y,0,0,0,125200,35.5,35.5,2.0,0.0,0,0
1705,60,RL,9709,3,Lvl,Inside,1,NridgHt,0,1Fam,2Story,8,5,Gable,2,Stone,120.0,3,PConc,3,4,6,778.0,1,0.0,140.0,5,1,1,958,2100,3,1,Typ,2,4,BuiltIn,3,786.0,3,3,Y,172,0,1,319500,0.75,0.75,3.0,1.0,0,1
1257,50,RL,10930,4,Bnk,Inside,1,NAmes,0,1Fam,1.5Fin,5,6,Gable,4,None,0.0,3,CBlock,3,1,4,580.0,1,0.0,333.0,3,1,0,1048,1558,3,1,Typ,1,3,Attchd,1,288.0,3,3,Y,0,0,0,140000,63.33333333333326,58.33333333333326,2.0,1.0,0,0
2894,20,RL,50102,3,Low,Inside,2,Timber,0,1Fam,1Story,6,5,Gable,1,None,0.0,3,CBlock,3,4,4,909.0,1,0.0,723.0,3,1,1,1650,1650,2,1,Typ,2,4,Attchd,1,518.0,3,3,Y,0,0,0,250764,48.25,48.25,2.0,0.0,0,1
1062,60,RL,8899,4,Lvl,Inside,1,NridgHt,0,1Fam,2Story,8,5,Hip,2,Stone,108.0,3,PConc,3,3,6,40.0,1,0.0,908.0,5,1,1,948,2088,4,1,Typ,1,4,BuiltIn,3,656.0,3,3,Y,100,0,0,250000,1.5,1.5,2.0,1.0,0,1
1729,60,RL,10237,4,Lvl,Inside,1,Gilbert,0,1Fam,2Story,6,5,Gable,2,None,0.0,3,PConc,3,1,1,0.0,1,0.0,768.0,5,1,1,768,1536,3,1,Typ,1,4,Attchd,3,400.0,3,3,Y,100,0,0,176000,2.5,1.5,2.0,1.0,0,1
1925,20,RL,9736,4,Lvl,Inside,1,NAmes,0,1Fam,1Story,6,6,Gable,1,BrkFace,289.0,3,CBlock,3,1,4,668.0,3,138.0,525.0,4,1,1,1721,1721,4,1,Typ,3,3,Attchd,1,464.0,3,3,Y,0,0,0,174850,50.33333333333326,38.33333333333326,1.0,0.0,0,0
415,160,RL,2364,4,Lvl,Inside,1,NPkVill,0,TwnhsE,2Story,6,5,Gable,3,None,0.0,3,CBlock,3,1,5,320.0,1,0.0,484.0,3,1,1,804,1548,3,1,Typ,1,3,Detchd,1,440.0,3,3,Y,108,0,0,147000,31.583333333333258,31.583333333333258,2.0,2.0,0,0
78,120,RL,7892,4,Lvl,Inside,1,SawyerW,0,TwnhsE,1Story,6,5,Gable,1,None,0.0,3,CBlock,3,1,1,0.0,1,0.0,918.0,3,1,1,918,918,2,1,Typ,1,3,Attchd,1,264.0,3,3,Y,28,0,0,99500,31.333333333333258,31.333333333333258,2.0,0.0,0,0
428,60,RL,12350,4,Lvl,Inside,1,NridgHt,0,1Fam,2Story,9,5,Gable,2,None,0.0,3,PConc,3,1,6,986.0,1,0.0,379.0,5,1,1,1365,2690,3,1,Typ,1,4,Attchd,2,864.0,3,3,Y,0,0,1,398800,0.5833333333332575,0.5833333333332575,3.0,1.0,0,1
1756,60,RL,7917,4,Lvl,Inside,1,Gilbert,0,1Fam,2Story,6,5,Gable,2,None,0.0,3,PConc,3,1,1,0.0,1,0.0,953.0,5,1,1,953,1647,3,1,Typ,1,3,Attchd,2,460.0,3,3,Y,0,0,0,175000,8.666666666666742,7.6666666666667425,2.0,1.0,0,1
1280,20,RL,7200,4,Lvl,Inside,1,NAmes,0,1Fam,1Story,5,7,Gable,4,None,0.0,3,CBlock,3,1,1,0.0,1,0.0,825.0,3,1,0,825,825,2,1,Typ,0,0,Attchd,1,350.0,3,3,Y,0,0,0,109500,54.58333333333326,54.58333333333326,1.0,1.0,0,0
1928,20,RL,12155,1,Lvl,Inside,1,NAmes,1,1Fam,1Story,6,3,Gable,1,None,0.0,3,CBlock,3,1,2,1237.0,1,0.0,420.0,4,1,1,1657,1657,3,1,Typ,1,3,Attchd,1,484.0,3,3,Y,0,0,0,163500,37.25,37.25,2.0,1.0,0,1
2671,30,RL,7446,4,Lvl,Corner,1,BrkSide,0,1Fam,1Story,4,5,Gable,1,None,0.0,3,CBlock,3,1,3,266.0,1,0.0,522.0,3,1,0,788,788,2,1,Typ,2,3,NA,0,0.0,0,0,Y,0,2,0,100000,65.33333333333326,56.33333333333326,1.0,0.0,0,0
2501,60,RL,11025,4,HLS,Inside,2,NoRidge,0,1Fam,2Story,8,5,Gable,6,BrkFace,692.0,3,PConc,3,4,6,1118.0,1,0.0,216.0,5,1,1,1520,2826,3,1,Typ,3,3,Attchd,2,888.0,3,3,Y,177,0,0,334000,14.833333333333258,13.833333333333258,3.0,1.0,0,1
225,20,RL,7832,4,Lvl,Inside,1,Sawyer,0,1Fam,1Story,5,5,Hip,1,None,0.0,3,CBlock,3,1,6,775.0,1,0.0,89.0,5,1,1,864,864,2,1,Typ,0,0,Detchd,1,280.0,3,3,Y,226,0,0,137250,42.41666666666674,42.41666666666674,2.0,0.0,0,0
2317,60,RL,19378,3,HLS,Corner,1,Gilbert,0,1Fam,2Story,7,5,Gable,2,BrkFace,456.0,3,PConc,3,2,6,57.0,1,0.0,1335.0,5,1,1,1392,2462,4,1,Typ,1,4,Attchd,2,576.0,3,3,Y,239,0,1,320000,1.25,0.25,3.0,1.0,0,1
160,20,RL,9830,3,Lvl,Corner,1,NAmes,0,1Fam,1Story,5,7,Gable,1,None,0.0,4,CBlock,3,1,5,72.0,3,258.0,733.0,5,1,1,1287,1287,3,1,Typ,1,4,Detchd,3,576.0,3,3,Y,364,0,0,162000,51.25,4.25,2.0,0.0,0,1
100,20,FV,4403,2,Lvl,Inside,1,Somerst,0,1Fam,1Story,7,5,Gable,4,Stone,432.0,3,PConc,3,3,6,578.0,1,0.0,892.0,5,1,1,1478,1478,2,1,Typ,1,4,Attchd,3,484.0,3,3,Y,0,0,1,222000,1.5,1.5,3.0,1.0,0,1
482,60,RL,8174,3,Lvl,Inside,1,Gilbert,0,1Fam,2Story,7,5,Gable,2,None,0.0,3,PConc,3,1,6,494.0,1,0.0,204.0,5,1,1,698,1342,3,1,Typ,1,3,Attchd,3,393.0,3,3,Y,100,0,0,178000,6.4166666666667425,6.4166666666667425,3.0,1.0,0,1
177,30,RM,7200,4,Lvl,Corner,1,OldTown,0,1Fam,1Story,5,7,Gable,4,Stone,294.0,4,CBlock,3,1,4,510.0,1,0.0,278.0,3,1,1,804,804,2,1,Typ,2,4,Attchd,1,240.0,3,3,Y,0,3,0,119000,70.16666666666674,18.166666666666742,2.0,0.0,0,1
1971,60,RL,7590,4,Lvl,Inside,1,NAmes,1,1Fam,2Story,5,5,Gable,2,BrkFace,288.0,3,CBlock,3,1,5,540.0,1,0.0,324.0,3,1,1,876,1812,4,1,Typ,1,3,Attchd,2,264.0,3,3,Y,0,0,0,169500,45.58333333333326,45.58333333333326,2.0,0.0,0,1
484,60,RL,8795,3,Lvl,Inside,1,Gilbert,0,1Fam,2Story,7,5,Gable,2,None,0.0,3,PConc,3,1,6,300.0,1,0.0,652.0,5,1,1,980,2256,4,1,Typ,1,3,BuiltIn,3,554.0,3,3,Y,224,0,0,236000,9.333333333333258,9.333333333333258,2.0,1.0,0,1
1561,120,RM,3843,3,HLS,Inside,2,Crawfor,0,TwnhsE,1Story,8,5,Hip,5,Stone,186.0,3,PConc,3,4,6,1476.0,1,0.0,120.0,5,1,1,1648,1648,2,1,Typ,1,4,Attchd,3,525.0,3,3,Y,162,0,1,294464,1.6666666666667425,0.6666666666667425,3.0,1.0,0,1
992,60,RL,11075,4,Lvl,Inside,1,NAmes,0,1Fam,2Story,6,5,Gable,1,None,0.0,3,CBlock,3,2,5,500.0,2,276.0,176.0,3,1,1,1092,2112,4,1,Typ,2,4,Attchd,1,576.0,3,3,Y,280,0,0,206900,39.5,39.5,2.0,1.0,0,0
73,60,RL,10142,3,Lvl,Inside,1,SawyerW,0,1Fam,2Story,7,5,Gable,2,None,0.0,3,PConc,3,1,6,656.0,1,0.0,300.0,5,1,1,956,2084,4,1,Typ,0,0,BuiltIn,2,618.0,3,3,Y,0,0,0,233000,6.0833333333332575,6.0833333333332575,3.0,1.0,0,1
2646,30,RM,7741,4,Lvl,Inside,1,OldTown,0,1Fam,1Story,6,5,Gable,4,None,0.0,3,BrkTil,2,1,4,143.0,3,72.0,817.0,4,0,0,1032,1032,2,1,Typ,0,0,Detchd,1,280.0,3,3,Y,0,3,0,108000,82.5,56.5,1.0,0.0,0,1
994,60,RL,8139,4,Lvl,Inside,1,Gilbert,0,1Fam,2Story,6,5,Gable,2,BrkFace,119.0,3,PConc,3,1,5,476.0,1,0.0,204.0,4,1,1,680,1470,3,1,Typ,1,3,BuiltIn,3,420.0,3,3,Y,192,0,0,165000,13.833333333333258,12.833333333333258,2.0,1.0,0,1
2138,20,RL,8982,3,Lvl,CulDSac,1,CollgCr,0,1Fam,1Story,5,5,Gable,5,None,0.0,3,CBlock,3,3,5,539.0,1,0.0,501.0,3,1,1,1040,1040,3,1,Typ,0,0,Detchd,1,748.0,3,3,Y,0,3,0,134900,30.083333333333258,30.083333333333258,1.0,1.0,0,0
2013,45,RM,6120,4,Lvl,Inside,1,BrkSide,0,1Fam,1.5Unf,5,7,Gable,6,None,0.0,3,BrkTil,3,1,1,0.0,1,0.0,884.0,5,1,1,884,884,2,1,Typ,0,0,Detchd,1,240.0,3,3,Y,0,3,0,113000,68.58333333333326,57.58333333333326,1.0,0.0,0,1
2126,20,RL,16561,2,Low,Inside,2,CollgCr,0,1Fam,1Story,5,5,Gable,2,None,0.0,3,PConc,3,1,5,549.0,1,0.0,548.0,5,1,1,1097,1097,3,1,Typ,0,0,Attchd,1,242.0,3,3,Y,306,4,0,147900,11.583333333333258,11.583333333333258,2.0,1.0,0,0
898,30,RL,4060,4,Lvl,Corner,1,Edwards,0,1Fam,1Story,5,8,Gable,1,None,0.0,3,PConc,3,1,1,0.0,1,0.0,864.0,5,1,1,864,864,2,1,Typ,0,0,NA,0,0.0,0,0,Y,0,0,0,99900,87.58333333333326,59.58333333333326,1.0,0.0,0,1
1048,160,RL,2308,4,Lvl,FR2,1,NPkVill,0,TwnhsE,2Story,6,6,Gable,3,None,0.0,3,CBlock,3,1,5,286.0,2,294.0,275.0,4,1,1,855,1456,4,1,Typ,0,0,Attchd,2,460.0,3,3,Y,0,0,0,143000,33.41666666666674,33.41666666666674,2.0,1.0,0,0
2676,50,RM,6240,4,Lvl,Inside,1,BrkSide,0,1Fam,1.5Fin,6,6,Gable,1,None,0.0,3,PConc,3,1,1,0.0,1,0.0,816.0,3,1,1,816,1176,3,1,Typ,1,4,Detchd,1,528.0,3,3,Y,112,3,0,114500,72.75,56.75,1.0,0.0,0,0
2498,20,RL,8789,3,Lvl,Inside,1,Sawyer,0,1Fam,1Story,5,6,Gable,2,None,0.0,3,CBlock,3,2,3,659.0,1,0.0,253.0,3,1,1,941,941,3,1,Typ,1,1,Attchd,1,288.0,3,3,Y,64,0,0,129200,39.5,39.5,1.0,0.0,0,0
1560,120,RM,5587,3,HLS,Inside,2,Crawfor,0,TwnhsE,1Story,8,5,Hip,5,Stone,186.0,3,PConc,3,4,6,1480.0,1,0.0,120.0,5,1,1,1652,1652,2,1,Typ,1,4,Attchd,3,482.0,3,3,Y,162,0,1,392500,0.9166666666667425,0.9166666666667425,3.0,1.0,0,1
296,70,RL,9042,4,Lvl,Inside,1,Crawfor,0,1Fam,2Story,7,9,Gable,5,None,0.0,4,Stone,4,1,6,275.0,1,0.0,877.0,5,1,1,1188,2340,4,1,Typ,2,4,Attchd,2,252.0,3,3,Y,0,4,0,266500,69.41666666666674,4.4166666666667425,2.0,0.0,0,1
354,80,RL,8923,3,Lvl,Inside,1,Gilbert,0,1Fam,SLvl,7,5,Gable,2,None,0.0,3,PConc,3,1,6,189.0,1,0.0,195.0,4,1,1,751,1382,3,1,Typ,1,3,BuiltIn,3,396.0,3,3,Y,256,0,0,177500,11.166666666666742,11.166666666666742,2.0,1.0,0,0
970,20,RL,12518,3,Lvl,Inside,1,Mitchel,0,1Fam,1Story,5,7,Gable,1,BrkFace,182.0,3,CBlock,3,1,5,532.0,1,0.0,476.0,4,1,1,1008,1008,3,1,Typ,0,0,Attchd,1,384.0,3,3,Y,144,3,0,139500,41.33333333333326,41.33333333333326,1.0,0.0,0,0
884,60,RL,11069,4,Lvl,Corner,1,CollgCr,0,1Fam,2Story,6,5,Gable,2,None,0.0,3,PConc,3,1,1,0.0,1,0.0,608.0,5,1,1,608,1396,3,1,Typ,1,4,BuiltIn,3,440.0,3,3,Y,100,0,0,170000,2.5833333333332575,2.5833333333332575,2.0,1.0,0,1
1894,60,RL,8800,4,Lvl,Inside,1,NAmes,0,1Fam,2Story,6,7,Gable,4,BrkFace,306.0,4,CBlock,3,1,5,414.0,1,0.0,431.0,5,1,1,845,2154,5,1,Typ,1,4,Attchd,2,539.0,3,3,Y,0,3,0,224500,43.58333333333326,10.583333333333258,2.0,1.0,0,1
450,60,RL,13262,3,Lvl,Inside,1,NridgHt,0,1Fam,2Story,8,5,Gable,2,Stone,186.0,3,PConc,3,1,1,0.0,1,0.0,1082.0,5,1,1,1105,2400,4,1,Typ,1,4,BuiltIn,3,730.0,3,3,Y,114,0,0,290000,6.5,5.5,3.0,1.0,0,1
2031,50,RM,7758,4,Lvl,Corner,1,IDOTRR,0,1Fam,1.5Fin,7,4,Gable,6,BrkFace,600.0,2,PConc,3,1,2,224.0,1,0.0,816.0,5,1,0,1226,1818,4,1,Typ,2,3,Detchd,1,240.0,3,3,Y,0,0,0,169500,76.5,57.5,1.0,1.0,0,1
949,20,RL,12118,3,Lvl,CulDSac,1,Mitchel,0,1Fam,1Story,7,5,Hip,2,Stone,108.0,3,PConc,3,2,1,0.0,1,0.0,1710.0,5,1,1,1710,1710,3,1,Typ,1,4,Attchd,3,550.0,3,3,Y,100,0,0,240000,5.3333333333332575,4.3333333333332575,2.0,0.0,0,1
1907,20,RL,9600,4,Lvl,Inside,1,NAmes,0,1Fam,1Story,5,6,Hip,1,BrkFace,176.0,4,CBlock,3,1,4,368.0,1,0.0,710.0,5,1,1,1150,1150,2,1,Typ,0,0,Attchd,3,288.0,3,3,Y,0,3,0,144000,52.83333333333326,52.83333333333326,2.0,0.0,0,1
1906,60,RL,9500,4,Lvl,Corner,1,NAmes,0,1Fam,2Story,6,6,Gable,2,BrkCmn,272.0,3,CBlock,3,1,3,442.0,1,0.0,374.0,3,1,1,1127,1977,4,1,Typ,1,3,Attchd,2,540.0,3,3,Y,0,4,0,165000,43.5,29.5,1.0,2.0,0,1
549,120,RL,7175,4,Lvl,Inside,1,SawyerW,0,TwnhsE,1Story,6,5,Gable,6,None,0.0,3,PConc,3,1,1,0.0,1,0.0,1332.0,4,1,1,1332,1332,2,1,Typ,0,0,Attchd,2,542.0,3,3,Y,0,0,0,145000,19.166666666666742,18.166666666666742,2.0,0.0,0,1
243,20,RL,11200,3,Lvl,CulDSac,1,Edwards,0,1Fam,1Story,5,3,Gable,1,None,0.0,2,CBlock,3,2,1,0.0,1,0.0,1250.0,5,1,1,1298,1298,3,1,Typ,0,0,Detchd,1,504.0,3,2,N,0,0,0,114000,46.5,46.5,2.0,0.0,0,1
1697,20,RL,14226,4,Lvl,Corner,1,NridgHt,0,1Fam,1Story,8,5,Hip,2,BrkFace,375.0,3,PConc,3,3,1,0.0,1,0.0,1935.0,4,1,1,1973,1973,3,1,Typ,1,4,Attchd,3,895.0,3,3,Y,315,0,1,395000,1.5833333333332575,1.5833333333332575,2.0,0.0,0,1
2365,160,RM,2760,4,Lvl,Inside,1,BrDale,0,TwnhsE,2Story,6,5,Gable,1,BrkFace,514.0,3,CBlock,3,1,1,0.0,1,0.0,525.0,3,1,1,525,1092,3,1,Typ,0,0,Detchd,1,440.0,3,3,Y,0,0,0,105500,34.0,34.0,1.0,1.0,0,0
310,60,RL,11050,4,Lvl,Inside,1,Mitchel,0,1Fam,2Story,8,5,Gable,2,None,0.0,3,PConc,3,1,6,615.0,1,0.0,434.0,5,1,1,1036,1916,3,1,Typ,1,3,Attchd,1,741.0,3,3,Y,0,0,0,254900,12.416666666666742,11.416666666666742,3.0,1.0,0,1
1961,20,RL,7200,4,Lvl,Inside,1,NAmes,0,1Fam,1Story,5,3,Gable,1,None,0.0,3,CBlock,3,1,2,432.0,1,0.0,432.0,2,1,0,1238,1238,3,1,Min2,1,3,Attchd,1,357.0,3,3,Y,0,0,0,102000,57.91666666666674,57.91666666666674,1.0,1.0,0,1
849,60,RL,12420,4,Lvl,Inside,1,CollgCr,0,1Fam,2Story,7,5,Gable,2,None,0.0,3,PConc,3,1,6,666.0,1,0.0,278.0,5,1,1,944,1840,3,1,Typ,0,0,Attchd,2,622.0,3,3,Y,0,0,0,230000,8.5,8.5,3.0,1.0,0,1
2018,70,RM,6120,4,Lvl,Inside,1,BrkSide,0,1Fam,2Story,5,8,Gable,4,None,0.0,3,BrkTil,3,2,1,0.0,1,0.0,939.0,5,1,1,939,1513,4,1,Typ,0,0,Detchd,1,180.0,2,2,N,24,0,0,137500,87.41666666666674,3.4166666666667425,1.0,1.0,0,1
1328,30,RL,7111,3,Bnk,Inside,1,BrkSide,0,1Fam,1Story,5,7,Gable,1,None,0.0,4,BrkTil,3,1,2,406.0,4,273.0,329.0,3,1,1,1143,1143,2,1,Typ,1,1,Detchd,1,288.0,3,3,Y,265,4,0,138000,80.58333333333326,25.583333333333258,1.0,0.0,0,0
801,80,RL,19255,3,Lvl,Inside,1,SawyerW,0,1Fam,SLvl,6,5,Gable,1,BrkFace,100.0,3,CBlock,3,3,3,70.0,6,450.0,0.0,4,1,1,1338,1338,2,1,Min2,1,1,Attchd,1,576.0,3,3,Y,0,0,0,156500,26.75,26.75,1.0,1.0,0,0
400,20,RL,8120,4,Lvl,Inside,1,NAmes,0,1Fam,1Story,4,7,Gable,4,None,0.0,4,CBlock,3,1,5,191.0,1,0.0,673.0,5,1,1,864,864,3,1,Typ,0,0,Detchd,1,463.0,3,3,Y,0,0,0,124500,39.58333333333326,39.58333333333326,1.0,0.0,0,0
1650,60,RL,11952,4,Lvl,Inside,1,NWAmes,1,1Fam,2Story,7,6,Mansard,1,None,0.0,3,CBlock,3,1,1,0.0,1,0.0,808.0,3,1,1,1161,1969,3,1,Typ,1,4,Attchd,2,534.0,3,3,Y,0,0,0,190000,30.916666666666742,30.916666666666742,2.0,1.0,0,1
1084,20,RL,3182,4,Lvl,Inside,1,Blmngtn,0,1Fam,1Story,7,5,Gable,2,BrkFace,16.0,3,PConc,3,3,1,0.0,1,0.0,1266.0,5,1,1,1266,1266,2,1,Typ,1,4,Attchd,3,388.0,3,3,Y,100,0,0,159895,1.25,1.25,2.0,0.0,0,1
1522,70,RL,9842,4,Lvl,Inside,1,SWISU,0,1Fam,2Story,5,6,Gable,1,None,0.0,3,BrkTil,2,1,1,0.0,1,0.0,612.0,5,1,1,990,2601,4,1,Typ,0,0,BuiltIn,2,621.0,3,3,Y,183,0,0,189000,87.41666666666674,10.416666666666742,3.0,1.0,0,1
2496,20,RL,8020,3,Lvl,Inside,1,Sawyer,0,1Fam,1Story,5,6,Gable,1,None,0.0,3,CBlock,3,1,5,644.0,1,0.0,268.0,3,0,1,912,912,3,1,Typ,0,0,NA,0,0.0,0,0,Y,0,2,0,124000,42.33333333333326,42.33333333333326,1.0,0.0,0,0
220,20,RL,11341,3,Lvl,Inside,1,Sawyer,0,1Fam,1Story,5,6,Hip,1,BrkFace,180.0,3,CBlock,3,1,5,1302.0,1,0.0,90.0,3,1,1,1392,1392,3,1,Mod,1,4,Detchd,1,528.0,3,3,Y,0,0,0,121500,53.41666666666674,14.416666666666742,2.0,1.0,0,1
1254,90,RL,12436,4,Lvl,Inside,1,NAmes,0,Duplex,1Story,5,5,Gable,1,None,0.0,3,CBlock,3,1,1,0.0,1,0.0,1824.0,2,1,0,1824,1824,5,2,Typ,0,0,Detchd,1,484.0,3,3,Y,0,0,0,146000,51.08333333333326,51.08333333333326,2.0,0.0,0,0
1443,60,RL,12192,3,Lvl,Inside,1,CollgCr,0,1Fam,2Story,7,5,Gable,2,None,0.0,3,PConc,3,1,6,663.0,1,0.0,265.0,5,1,1,928,1823,3,1,Typ,0,0,Attchd,2,626.0,3,3,Y,192,0,0,235000,8.416666666666742,7.4166666666667425,3.0,1.0,0,1
2885,120,RM,3842,3,HLS,Inside,2,Crawfor,0,TwnhsE,1Story,8,5,Hip,5,Stone,186.0,3,PConc,3,4,6,1564.0,1,0.0,30.0,5,1,1,1646,1646,2,1,Typ,1,4,Attchd,3,525.0,3,3,Y,128,0,0,300000,3.0,2.0,3.0,1.0,0,1
2920,160,RM,1936,4,Lvl,Inside,1,MeadowV,0,Twnhs,2Story,4,7,Gable,5,None,0.0,3,CBlock,3,1,1,0.0,1,0.0,546.0,4,1,1,546,1092,3,1,Typ,0,0,NA,0,0.0,0,0,Y,0,0,0,90500,36.5,36.5,1.0,1.0,0,0
1197,90,RL,13101,3,Lvl,Inside,1,NAmes,0,Duplex,1Story,5,5,Gable,1,BrkFace,108.0,3,CBlock,3,1,2,231.0,1,0.0,1497.0,3,1,1,1728,1728,6,2,Typ,0,0,Detchd,1,576.0,3,3,Y,0,0,0,142600,43.91666666666674,43.91666666666674,2.0,0.0,0,0
848,20,RL,9808,3,Lvl,Inside,1,CollgCr,0,1Fam,1Story,7,5,Gable,2,BrkFace,110.0,3,PConc,3,1,6,788.0,1,0.0,785.0,5,1,1,1573,1573,3,1,Typ,0,0,Attchd,2,544.0,3,3,Y,0,0,0,227000,7.25,7.25,3.0,0.0,0,1
926,90,RL,8145,3,HLS,Corner,1,Crawfor,0,Duplex,2.5Unf,7,6,Gable,1,None,0.0,3,BrkTil,3,1,2,246.0,1,0.0,674.0,5,1,1,1240,2480,5,2,Typ,2,4,Detchd,1,400.0,3,3,Y,0,0,0,205000,69.58333333333326,59.58333333333326,2.0,1.0,0,1
2158,20,RL,17227,2,Lvl,CulDSac,2,CollgCr,0,1Fam,1Story,8,5,Gable,2,BrkFace,158.0,3,PConc,3,4,6,915.0,1,0.0,426.0,5,1,1,1341,1341,1,1,Typ,1,3,Attchd,2,482.0,3,3,Y,240,0,0,246900,8.083333333333258,7.0833333333332575,2.0,1.0,0,1
1555,70,C (all),5280,4,Lvl,Corner,1,IDOTRR,0,1Fam,2Story,4,7,Gable,1,None,0.0,3,Stone,2,1,1,0.0,1,0.0,173.0,5,0,1,825,1361,2,1,Typ,0,0,Detchd,1,185.0,2,3,Y,0,0,0,89000,113.58333333333326,58.58333333333326,1.0,0.0,0,1
278,50,RL,11792,4,Lvl,Inside,1,Edwards,0,1Fam,1.5Fin,4,5,Gable,2,None,0.0,3,CBlock,3,1,1,0.0,1,0.0,744.0,5,0,0,792,1120,2,1,Typ,0,0,Detchd,1,480.0,3,2,P,0,0,0,64000,62.5,60.5,1.0,0.0,0,1
2522,120,RL,3876,3,Lvl,Inside,1,Greens,0,Twnhs,1Story,8,5,Gable,1,None,0.0,3,CBlock,3,4,6,652.0,3,526.0,48.0,3,1,1,1226,1226,1,1,Typ,1,3,Attchd,3,484.0,3,3,Y,133,0,0,170000,28.583333333333258,28.583333333333258,2.0,0.0,0,1
434,60,RL,13891,4,Lvl,Inside,1,NridgHt,0,1Fam,2Story,9,5,Hip,2,Stone,424.0,3,PConc,3,4,1,0.0,1,0.0,1734.0,5,1,1,1734,2822,4,1,Typ,1,4,BuiltIn,2,1020.0,3,3,Y,52,0,1,582933,1.0833333333332575,0.08333333333325754,3.0,1.0,0,1
2683,30,RM,6000,4,Lvl,Inside,1,OldTown,0,1Fam,1Story,6,6,Gable,4,None,0.0,4,BrkTil,3,1,4,397.0,1,0.0,706.0,4,1,1,1103,1103,2,1,Typ,1,4,Detchd,1,440.0,3,3,Y,166,3,0,110500,81.58333333333326,26.583333333333258,1.0,0.0,0,1
2173,20,RL,8240,4,Lvl,Inside,1,Edwards,0,1Fam,1Story,6,6,Hip,1,Stone,198.0,3,CBlock,3,1,1,0.0,1,0.0,1179.0,4,1,1,1179,1179,2,1,Min2,0,0,Attchd,3,622.0,3,3,P,0,4,0,110000,47.5,47.5,1.0,0.0,0,0
894,20,RL,9405,4,Lvl,Inside,1,Edwards,0,1Fam,1Story,5,9,Hip,2,None,0.0,5,CBlock,3,1,1,0.0,1,0.0,698.0,5,1,1,698,698,2,1,Typ,0,0,NA,0,0.0,0,0,Y,0,0,0,118000,62.5,1.5,1.0,1.0,0,1
1066,60,RL,10625,4,Lvl,Inside,1,NridgHt,0,1Fam,2Story,7,5,Gable,2,BrkFace,292.0,3,PConc,3,1,6,866.0,1,0.0,132.0,5,1,1,1006,2046,3,1,Typ,1,4,BuiltIn,2,871.0,3,3,Y,320,0,0,284000,5.6666666666667425,4.6666666666667425,3.0,1.0,0,1
1261,60,RL,9247,3,Lvl,Inside,1,NAmes,0,1Fam,2Story,6,6,Gable,1,BrkFace,318.0,3,CBlock,3,1,3,319.0,1,0.0,539.0,5,1,1,858,1716,4,1,Typ,1,4,Attchd,3,490.0,3,3,Y,0,0,0,171000,46.25,46.25,1.0,1.0,0,1
537,60,RL,10628,3,Lvl,Corner,1,SawyerW,0,1Fam,2Story,7,5,Gable,2,None,0.0,3,PConc,3,4,1,0.0,1,0.0,835.0,5,1,1,871,1812,3,1,Typ,0,0,BuiltIn,2,478.0,3,3,Y,146,0,0,193000,5.0833333333332575,5.0833333333332575,2.0,1.0,0,1
2301,20,RL,11000,2,Lvl,Corner,1,Mitchel,0,1Fam,1Story,5,6,Gable,1,None,0.0,3,PConc,3,1,2,1090.0,1,0.0,0.0,3,1,1,1178,1178,3,1,Typ,0,0,Attchd,1,502.0,3,3,Y,0,3,0,135000,31.5,4.5,2.0,1.0,0,1
2854,70,RL,9399,4,Bnk,Inside,1,Crawfor,0,1Fam,2.5Unf,7,8,Gable,6,None,0.0,3,BrkTil,3,2,1,0.0,1,0.0,818.0,3,1,1,818,1636,4,1,Typ,1,4,Detchd,1,288.0,2,3,N,0,0,0,167000,87.75,56.75,1.0,1.0,0,1
2649,20,RM,7200,4,Lvl,Inside,1,OldTown,0,1Fam,1Story,4,5,Gable,4,None,0.0,3,CBlock,3,1,1,0.0,1,0.0,576.0,5,1,1,864,864,2,1,Typ,0,0,Detchd,2,528.0,3,3,Y,0,0,0,105000,56.66666666666674,56.66666666666674,1.0,0.0,0,1
2776,20,RL,10264,3,Lvl,Inside,1,CollgCr,0,1Fam,1Story,7,5,Gable,2,BrkFace,183.0,3,PConc,3,3,5,1162.0,1,0.0,426.0,5,1,1,1588,1588,3,1,Typ,0,0,Attchd,2,472.0,3,3,Y,158,0,0,214000,7.6666666666667425,7.6666666666667425,2.0,0.0,0,1
